# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.447311827957	0	0	0	0	0	0.0
0.000548728146285	0.448387096774	1	0	0	0	0	0.0
0.00262232141741	0.448387096774	2	0	0	0	0	0.0
0.00581634617122	0.449462365591	3	0	0	0	0	0.0
0.00726503363093	0.448387096774	4	0	0	0	0	0.0
0.00799273000792	0.448387096774	5	0	0	0	0	0.0
0.0081583578878	0.449462365591	6	0	0	0	0	0.0
0.00993414646646	0.450537634409	7	0	0	0	0	0.0
0.01032273306	0.451612903226	8	0	0	0	0	0.0
0.0113229659712	0.452688172043	9	0	0	0	0	0.0
0.0117251868713	0.45376344086	10	0	0	0	0	0.0
0.012376537262	0.45376344086	11	0	0	0	0	0.0
0.0131976946453	0.454838709677	12	0	0	0	0	0.0
0.0182719851364	0.45376344086	13	0	0	0	0	0.0
0.018407794138	0.454838709677	14	0	0	0	0	0.0
0.0238265181688	0.455913978495	15	0	0	0	0	0.0
0.0248680970536	0.456989247312	16	0	0	0	0	0.0
0.0257067715327	0.456989247312	17	0	0	0	0	0.0
0.026894590427	0.458064516129	18	0	0	0	0	0.0
0.0273030839477	0.458064516129	19	0	0	0	0	0.0
0.0316117475719	0.458064516129	20	0	0	0	0	0.0
0.0374668439387	0.456989247312	21	0	0	0	0	0.0
0.0413139920482	0.456989247312	22	0	0	0	0	0.0
0.0420124199772	0.431182795699	22	1	114	0	24	0.521739130435
0.042593084607	0.431182795699	23	1	114	0	24	0.510638297872
0.0436847484274	0.431182795699	23	2	9	0	24	0.510638297872
0.0500349126382	0.431182795699	24	2	9	0	24	0.5
0.0514846648519	0.431182795699	25	2	9	0	24	0.489795918367
0.0545278858588	0.431182795699	26	2	9	0	24	0.48
0.0555408624003	0.430107526882	27	2	9	0	24	0.470588235294
0.0557215620038	0.429032258065	28	2	9	0	24	0.461538461538
0.0561505373132	0.430107526882	29	2	9	0	24	0.452830188679
0.0621757378748	0.431182795699	30	2	9	0	24	0.444444444444
0.0629515838369	0.432258064516	31	2	9	0	24	0.436363636364
0.0653981455505	0.433333333333	32	2	9	0	24	0.428571428571
0.0702227662633	0.432258064516	33	2	9	0	24	0.421052631579
0.0715989342471	0.433333333333	34	2	9	0	24	0.413793103448
0.0724147809592	0.434408602151	35	2	9	0	24	0.406779661017
0.0743059658271	0.434408602151	36	2	9	0	24	0.4
0.0744843510616	0.435483870968	37	2	9	0	24	0.393442622951
0.0752089236563	0.435483870968	38	2	9	0	24	0.387096774194
0.0819646705732	0.435483870968	39	2	9	0	24	0.380952380952
0.0840857583244	0.436559139785	40	2	9	0	24	0.375
0.0887658080095	0.435483870968	41	2	9	0	24	0.369230769231
0.0889426665872	0.436559139785	42	2	9	0	24	0.363636363636
0.0901842391815	0.437634408602	43	2	9	0	24	0.358208955224
0.0925202832807	0.438709677419	44	2	9	0	24	0.352941176471
0.0929042935777	0.438709677419	45	2	9	0	24	0.347826086957
0.0947882974202	0.438709677419	46	2	9	0	24	0.342857142857
0.0956548288927	0.438709677419	47	2	9	0	24	0.338028169014
0.0968762071186	0.437634408602	48	2	9	0	24	0.333333333333
0.0969472337121	0.438709677419	49	2	9	0	24	0.328767123288
0.103676062691	0.438709677419	50	2	9	0	24	0.324324324324
0.105019898878	0.439784946237	51	2	9	0	24	0.32
0.105196013205	0.440860215054	52	2	9	0	24	0.315789473684
0.105244043806	0.439784946237	53	2	9	0	24	0.311688311688
0.105374052343	0.440860215054	54	2	9	0	24	0.307692307692
0.105916571874	0.440860215054	55	2	9	0	24	0.303797468354
0.106244357632	0.441935483871	56	2	9	0	24	0.3
0.106671708255	0.443010752688	57	2	9	0	24	0.296296296296
0.108473573195	0.443010752688	58	2	9	0	24	0.292682926829
0.108615755454	0.444086021505	59	2	9	0	24	0.289156626506
0.111884495308	0.444086021505	60	2	9	0	24	0.285714285714
0.112061788653	0.431182795699	60	3	39	0	36	0.375
0.113520784887	0.431182795699	61	3	39	0	36	0.371134020619
0.118899374698	0.432258064516	62	3	39	0	36	0.367346938776
0.120622066789	0.431182795699	63	3	39	0	36	0.363636363636
0.123647595851	0.430107526882	64	3	39	0	36	0.36
0.123696964034	0.430107526882	65	3	39	0	36	0.356435643564
0.124930989697	0.430107526882	66	3	39	0	36	0.352941176471
0.125354669357	0.430107526882	67	3	39	0	36	0.349514563107
0.126679495282	0.429032258065	68	3	39	0	36	0.346153846154
0.127170409267	0.427956989247	69	3	39	0	36	0.342857142857
0.128579735625	0.427956989247	70	3	39	0	36	0.339622641509
0.129190628825	0.429032258065	71	3	39	0	36	0.336448598131
0.1313955618	0.429032258065	72	3	39	0	36	0.333333333333
0.131426926724	0.430107526882	73	3	39	0	36	0.330275229358
0.138157432048	0.430107526882	74	3	39	0	36	0.327272727273
0.138539968966	0.430107526882	75	3	39	0	36	0.324324324324
0.139287269818	0.429032258065	76	3	39	0	36	0.321428571429
0.13931816438	0.429032258065	77	3	39	0	36	0.318584070796
0.141002142066	0.430107526882	78	3	39	0	36	0.315789473684
0.141806306461	0.431182795699	79	3	39	0	36	0.313043478261
0.142530196728	0.432258064516	80	3	39	0	36	0.310344827586
0.144199452727	0.431182795699	81	3	39	0	36	0.307692307692
0.144526900366	0.432258064516	82	3	39	0	36	0.305084745763
0.145190543641	0.432258064516	83	3	39	0	36	0.302521008403
0.145239843775	0.431182795699	84	3	39	0	36	0.3
0.14592219223	0.430107526882	85	3	39	0	36	0.297520661157
