# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.40752688172	0	0	0	0	0	0.0
0.00313236544923	0.408602150538	1	0	0	0	0	0.0
0.00441963109346	0.408602150538	2	0	0	0	0	0.0
0.00489425456483	0.409677419355	3	0	0	0	0	0.0
0.0100592045594	0.408602150538	4	0	0	0	0	0.0
0.0101414477764	0.408602150538	5	0	0	0	0	0.0
0.0101986712438	0.409677419355	6	0	0	0	0	0.0
0.0138666359642	0.409677419355	7	0	0	0	0	0.0
0.014842360402	0.409677419355	8	0	0	0	0	0.0
0.0191262441881	0.410752688172	9	0	0	0	0	0.0
0.0194303626748	0.409677419355	10	0	0	0	0	0.0
0.0196806793834	0.410752688172	11	0	0	0	0	0.0
0.0319685023389	0.411827956989	12	0	0	0	0	0.0
0.0328070123777	0.412903225806	13	0	0	0	0	0.0
0.0329182008587	0.413978494624	14	0	0	0	0	0.0
0.0339271121007	0.413978494624	15	0	0	0	0	0.0
0.0373231796254	0.415053763441	16	0	0	0	0	0.0
0.040051566054	0.416129032258	17	0	0	0	0	0.0
0.0414020658761	0.416129032258	18	0	0	0	0	0.0
0.0435794735043	0.415053763441	19	0	0	0	0	0.0
0.047051668571	0.415053763441	20	0	0	0	0	0.0
0.0481507747224	0.338709677419	20	1	144	0	71	0.78021978022
0.0490252682953	0.338709677419	21	1	144	0	71	0.771739130435
0.0499728906324	0.338709677419	22	1	144	0	71	0.763440860215
0.0541188387975	0.339784946237	23	1	144	0	71	0.755319148936
0.0546656366849	0.32688172043	23	2	60	0	83	0.783018867925
0.0604839402598	0.327956989247	24	2	60	0	83	0.775700934579
0.0629003627511	0.329032258065	25	2	60	0	83	0.768518518519
0.0638010315569	0.329032258065	26	2	60	0	83	0.761467889908
0.0644433058439	0.32688172043	26	3	39	0	85	0.765765765766
0.0662474956591	0.32688172043	27	3	39	0	85	0.758928571429
0.0695112007468	0.325806451613	28	3	39	0	85	0.752212389381
0.0704969868417	0.32688172043	29	3	39	0	85	0.745614035088
0.0709657982147	0.32688172043	30	3	39	0	85	0.739130434783
0.0713122784159	0.32688172043	31	3	39	0	85	0.73275862069
0.0781340081621	0.327956989247	32	3	39	0	85	0.726495726496
0.0787051795131	0.327956989247	33	3	39	0	85	0.720338983051
0.0876696510665	0.329032258065	34	3	39	0	85	0.714285714286
0.0881527812592	0.330107526882	35	3	39	0	85	0.708333333333
0.0890822615225	0.331182795699	36	3	39	0	85	0.702479338843
0.0899863729095	0.331182795699	37	3	39	0	85	0.696721311475
0.0909620193013	0.332258064516	38	3	39	0	85	0.691056910569
0.0913180988281	0.333333333333	39	3	39	0	85	0.685483870968
0.0931894321487	0.334408602151	40	3	39	0	85	0.68
0.0935863084443	0.333333333333	41	3	39	0	85	0.674603174603
0.0961296123599	0.334408602151	42	3	39	0	85	0.669291338583
0.0964688253719	0.325806451613	42	4	54	0	93	0.688888888889
0.0968388851808	0.32688172043	43	4	54	0	93	0.683823529412
0.0970495897569	0.32688172043	44	4	54	0	93	0.678832116788
0.0987957347758	0.32688172043	45	4	54	0	93	0.673913043478
0.0996485308897	0.32688172043	46	4	54	0	93	0.669064748201
0.100351964822	0.325806451613	47	4	54	0	93	0.664285714286
0.102765082473	0.324731182796	48	4	54	0	93	0.659574468085
0.103911586086	0.325806451613	49	4	54	0	93	0.654929577465
0.106625121128	0.32688172043	50	4	54	0	93	0.65034965035
0.10737049756	0.327956989247	51	4	54	0	93	0.645833333333
0.10953331861	0.32688172043	52	4	54	0	93	0.641379310345
0.111292561755	0.327956989247	53	4	54	0	93	0.63698630137
0.111703956106	0.32688172043	54	4	54	0	93	0.632653061224
0.111813308404	0.327956989247	55	4	54	0	93	0.628378378378
0.112118013104	0.327956989247	56	4	54	0	93	0.624161073826
0.11252503041	0.329032258065	57	4	54	0	93	0.62
0.113192035924	0.327956989247	58	4	54	0	93	0.615894039735
0.119058202665	0.329032258065	59	4	54	0	93	0.611842105263
0.120302886472	0.330107526882	60	4	54	0	93	0.607843137255
0.121635898835	0.330107526882	61	4	54	0	93	0.603896103896
0.122091363652	0.330107526882	62	4	54	0	93	0.6
0.125336442813	0.330107526882	63	4	54	0	93	0.596153846154
0.126311895149	0.329032258065	64	4	54	0	93	0.592356687898
0.128792732321	0.330107526882	65	4	54	0	93	0.588607594937
0.13014413269	0.331182795699	66	4	54	0	93	0.584905660377
0.130648395631	0.332258064516	67	4	54	0	93	0.58125
0.130929177979	0.333333333333	68	4	54	0	93	0.577639751553
0.130942121861	0.334408602151	69	4	54	0	93	0.574074074074
0.130974143404	0.335483870968	70	4	54	0	93	0.570552147239
0.131796715397	0.335483870968	71	4	54	0	93	0.567073170732
0.132320770907	0.336559139785	72	4	54	0	93	0.563636363636
0.133932703964	0.337634408602	73	4	54	0	93	0.560240963855
0.134657886208	0.338709677419	74	4	54	0	93	0.556886227545
0.13492776148	0.339784946237	75	4	54	0	93	0.553571428571
0.144914916009	0.340860215054	76	4	54	0	93	0.550295857988
0.145519389527	0.340860215054	77	4	54	0	93	0.547058823529
0.146624536012	0.341935483871	78	4	54	0	93	0.543859649123
0.148958860078	0.343010752688	79	4	54	0	93	0.540697674419
0.150629441279	0.344086021505	80	4	54	0	93	0.537572254335
0.151312135831	0.345161290323	81	4	54	0	93	0.534482758621
0.151514437918	0.344086021505	82	4	54	0	93	0.531428571429
0.151935112026	0.345161290323	83	4	54	0	93	0.528409090909
0.15498068407	0.344086021505	84	4	54	0	93	0.525423728814
