# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.0128205128205	0	0	0	0	0	0.0
0.000566616726155	0.0149572649573	1	0	0	0	0	0.0
0.00125802191933	0.0149572649573	1	1	39	0	0	0.0
0.00750351683061	0.017094017094	2	1	39	0	0	0.0
0.00821523597941	0.017094017094	2	2	27	0	0	0.0
0.0108937702001	0.017094017094	2	3	6	0	0	0.0
0.0164880052395	0.0192307692308	3	3	6	0	0	0.0
0.0177697811492	0.0128205128205	3	4	45	0	3	0.5
0.0190254872344	0.0128205128205	3	5	60	0	3	0.5
0.0196243992085	0.00854700854701	3	6	126	0	5	0.625
0.0210993565084	0.0106837606838	4	6	126	0	5	0.555555555556
